Date,EURIBOR,Gold USD,Gold EUR,JPM Close,SP500 ,Siemens Close,XR,EUROSTOXX Close
3/15/2016,-0.2285,"1,232.00","1,108.80",59.200001,"2,015.93",81.609138,0.9002,340.859985
3/16/2016,-0.2285,"1,228.50","1,108.50",58.919998,"2,027.22",82.447495,0.8908,341
3/17/2016,-0.2285,"1,266.50","1,119.00",58.75,"2,040.59",82.339325,0.8835,340.679993
3/18/2016,-0.2285,"1,252.10","1,110.50",60.48,"2,049.58",83.583336,0.8873,341.709991
3/21/2016,-0.2285,"1,244.90","1,106.70",60.459999,"2,051.60",82.92527,0.8896,340.820007
3/22/2016,-0.2285,"1,252.50","1,116.20",60.240002,"2,049.80",83.574326,0.8915,340.299988
3/23/2016,-0.2285,"1,217.60","1,088.70",59.939999,"2,036.71",83.312897,0.8942,340.070007
3/24/2016,-0.2285,"1,221.00","1,091.50",59.48,"2,035.94",81.94268,0.895,335.100006
3/25/2016,-0.2285,"1,221.00","1,091.50",59.48,"2,035.94",81.94268,0.8956,335.100006
3/28/2016,-0.2285,"1,221.00","1,091.50",59.400002,"2,037.05",81.94268,0.8931,335.100006
3/29/2016,-0.2285,"1,226.00","1,088.30",59.029999,"2,055.01",82.501587,0.8857,336.790009
3/30/2016,-0.2285,"1,236.30","1,092.20",59.709999,"2,063.95",84.133224,0.882,341.179993
3/31/2016,-0.2285,"1,237.00","1,086.90",59.220001,"2,059.74",83.970963,0.8788,337.540009
4/1/2016,0.0508,"1,213.60","1,065.30",59.869999,"2,072.78",81.861549,0.8781,333.149994
4/4/2016,0.0508,"1,219.80","1,070.40",59.200001,"2,066.13",82.429466,0.8779,334.48999
4/5/2016,0.0508,"1,231.30","1,080.40",58.360001,"2,045.17",80.392174,0.8784,328.149994
4/6/2016,0.0508,"1,221.40","1,070.00",58.810001,"2,066.66",80.978119,0.8772,330.649994
4/7/2016,0.0508,"1,242.10","1,091.90",57.32,"2,041.91",79.400566,0.879,328.100006
4/8/2016,0.0508,"1,239.50","1,086.60",57.740002,"2,047.60",80.455276,0.8771,331.859985
4/11/2016,0.0508,"1,254.80","1,099.30",58.200001,"2,041.99",80.581474,0.8765,332.869995
4/12/2016,0.0508,"1,254.60","1,102.90",59.279999,"2,061.72",80.960091,0.8782,334.640015
4/13/2016,0.0508,"1,245.80","1,103.70",61.790001,"2,082.42",83.114578,0.887,343.059998
4/14/2016,0.0508,"1,233.90","1,095.30",62.59,"2,082.78",83.871803,0.8874,343.98999
4/15/2016,0.0508,"1,227.10","1,086.10",61.869999,"2,080.73",83.62841,0.8863,342.790009
4/18/2016,0.0508,"1,234.30","1,089.90",62.27,"2,094.34",83.934906,0.8839,344.200012
4/19/2016,0.0508,"1,255.40","1,103.60",63.32,"2,100.80",85.990234,0.8804,349.23999
4/20/2016,0.0508,"1,252.00","1,105.30",64.239998,"2,102.40",86.738449,0.8851,350.75
4/21/2016,0.0508,"1,249.30","1,105.70",63.599998,"2,091.48",87.026917,0.8859,349.589996
4/22/2016,0.0508,"1,243.30","1,107.80",63.970001,"2,091.58",86.801552,0.8902,348.459991
4/25/2016,0.0508,"1,238.90","1,099.70",63.599998,"2,087.79",86.035309,0.8874,346.679993
4/26/2016,0.0508,"1,241.70","1,099.30",63.93,"2,091.70",85.440346,0.8851,347.309998
4/27/2016,0.0508,"1,247.40","1,101.60",64.110001,"2,095.15",85.909103,0.8833,348.320007
4/28/2016,0.0508,"1,256.00","1,107.90",63.599998,"2,075.81",84.980598,0.8809,348.899994
4/29/2016,0.0508,"1,285.70","1,123.80",63.200001,"2,065.30",82.140999,0.873,341.480011
4/30/2016,0.0508,"1,285.70","1,123.80",63.200001,"2,065.30",82.140999,0.873,341.480011
5/2/2016,-0.1572,"1,285.70","1,123.80",63.790001,"2,081.43",82.321297,0.867,341.23999
5/3/2016,-0.1572,"1,294.00","1,122.60",62.560001,"2,063.37",81.095306,0.8698,335.559998
5/4/2016,-0.1572,"1,283.00","1,115.90",61.57,"2,051.12",82.222137,0.8705,331.799988
5/5/2016,-0.1572,"1,280.30","1,121.90",61.240002,"2,050.63",82.853157,0.8768,331.799988
5/6/2016,-0.1572,"1,289.00","1,128.20",61.599998,"2,057.14",83.538261,0.8768,331.670013
5/9/2016,-0.1572,"1,265.30","1,110.80",61.209999,"2,058.69",83.862793,0.8785,333.220001
5/10/2016,-0.1572,"1,262.80","1,109.50",62.040001,"2,084.39",85.106804,0.8794,336.23999
5/11/2016,-0.1572,"1,276.90","1,116.90",61.810001,"2,064.46",85.034691,0.8753,334.73999
5/12/2016,-0.1572,"1,279.30","1,123.50",61.77,"2,064.11",84.052094,0.879,333.109985
5/13/2016,-0.1572,"1,265.90","1,120.90",61.200001,"2,046.61",84.376625,0.8844,334.679993
5/16/2016,-0.1572,"1,285.80","1,135.00",61.66,"2,066.66",84.376625,0.8835,334.679993
5/17/2016,-0.1572,"1,277.00","1,126.90",61.66,"2,047.21",84.043083,0.8839,334.720001
5/18/2016,-0.1572,"1,272.90","1,128.40",64.040001,"2,047.63",84.484795,0.8915,337.579987
5/19/2016,-0.1572,"1,246.30","1,111.90",63.389999,"2,040.04",83.619392,0.8926,333.910004
5/20/2016,-0.1572,"1,254.20","1,118.50",63.509998,"2,052.32",84.737206,0.891,338.01001
5/23/2016,-0.1572,"1,245.90","1,111.40",63.459999,"2,048.04",84.268448,0.8913,336.690002
5/24/2016,-0.1572,"1,236.90","1,109.40",64.540001,"2,076.06",85.719795,0.8976,344.119995
5/25/2016,-0.1572,"1,220.60","1,093.80",65.519997,"2,090.54",87.549759,0.8964,348.559998
5/26/2016,-0.1572,"1,223.90","1,095.10",65.029999,"2,090.10",88.072609,0.8933,348.910004
5/27/2016,-0.1572,"1,216.30","1,092.10",65.43,"2,099.06",88.96505,0.8997,349.640015
5/30/2016,-0.1572,"1,216.30","1,092.10",65.43,"2,099.06",88.658554,0.8971,350.140015
5/31/2016,-0.1572,"1,212.10","1,088.20",65.269997,"2,096.96",87.252281,0.8983,347.450012
6/1/2016,-0.2679,"1,214.50","1,086.90",65.690002,"2,099.33",87.423553,0.8938,344.119995
6/2/2016,-0.2679,"1,212.40","1,086.80",65.809998,"2,105.26",86.945786,0.8967,344.350006
6/3/2016,-0.2679,"1,240.50","1,095.30",64.639999,"2,099.13",85.900085,0.8798,341.290009
6/6/2016,-0.2679,"1,244.00","1,093.30",65.279999,"2,109.41",86.28772,0.8807,342.410004
6/7/2016,-0.2679,"1,241.00","1,093.50",65.059998,"2,112.13",87.766113,0.8804,346.26001
6/8/2016,-0.2679,"1,263.00","1,108.00",65.25,"2,119.12",86.81958,0.8777,344.559998
6/9/2016,-0.2679,"1,263.90","1,116.60",64.75,"2,115.48",86.197571,0.8837,341.25
6/10/2016,-0.2679,"1,275.50","1,131.00",63.84,"2,096.07",83.998009,0.8889,332.920013
6/13/2016,-0.2679,"1,280.80","1,135.10",63.27,"2,079.06",82.528633,0.8856,326.799988
6/14/2016,-0.2679,"1,287.20","1,147.90",62.080002,"2,075.32",81.284615,0.8922,320.529999
6/15/2016,-0.2679,"1,283.30","1,141.90",61.970001,"2,071.50",82.726952,0.8881,323.630005
6/16/2016,-0.2679,"1,310.80","1,169.60",62.220001,"2,077.99",81.933662,0.8908,321.290009
6/17/2016,-0.2679,"1,290.70","1,145.60",62.279999,"2,071.22",83.195709,0.8867,325.779999
6/20/2016,-0.2679,"1,281.80","1,132.80",62.369999,"2,083.25",85.59359,0.8839,337.670013
6/21/2016,-0.2679,"1,272.60","1,130.30",62.950001,"2,088.90",86.323776,0.8896,340.040009
6/22/2016,-0.2679,"1,264.90","1,119.00",62.709999,"2,085.45",86.630272,0.8851,341.320007
6/23/2016,-0.2679,"1,262.20","1,111.70",64.050003,"2,113.32",88.126694,0.878,346.339996
6/24/2016,-0.2679,"1,315.50","1,178.10",59.599998,"2,037.41",81.600128,0.8996,321.980011
6/27/2016,-0.2679,"1,324.60","1,200.00",57.610001,"2,000.54",78.778557,0.9072,308.75
6/28/2016,-0.2679,"1,309.70","1,184.90",59.52,"2,036.09",80.401184,0.9037,316.700012
6/29/2016,-0.2679,"1,321.50","1,190.80",61.200001,"2,070.77",81.825493,0.8989,326.48999
6/30/2016,-0.2679,"1,320.80","1,192.80",62.139999,"2,098.86",82.763008,0.9004,329.880005
7/1/2016,-0.4945,"1,340.00","1,203.20",61.259998,"2,102.95",82.988373,0.898,332.23999
7/4/2016,-0.4945,"1,350.80","1,211.70",61.259998,"2,102.95",82.708923,0.8964,329.779999
7/5/2016,-0.4945,"1,350.80","1,218.00",59.549999,"2,088.55",80.978119,0.9029,324.170013
7/6/2016,-0.4945,"1,366.30","1,232.10",60.189999,"2,099.73",79.36451,0.901,318.76001
7/7/2016,-0.4945,"1,356.70","1,226.20",60.580002,"2,097.90",79.418594,0.9039,322.119995
7/8/2016,-0.4945,"1,354.30","1,225.00",61.830002,"2,129.90",80.446259,0.9046,327.350006
7/11/2016,-0.4945,"1,357.10","1,227.80",62.27,"2,137.16",83.339943,0.9043,332.720001
7/12/2016,-0.4945,"1,342.40","1,210.20",63.200001,"2,152.14",84.196327,0.9042,336.26001
7/13/2016,-0.4945,"1,342.80","1,208.70",63.16,"2,152.43",83.790672,0.9018,335.829987
7/14/2016,-0.4945,"1,323.60","1,191.00",64.120003,"2,163.75",84.809326,0.8992,338.5
7/15/2016,-0.4945,"1,327.00","1,199.60",64.18,"2,161.74",85.178925,0.9062,337.920013
7/18/2016,-0.4945,"1,334.70","1,205.60",63.959999,"2,166.89",84.683121,0.9031,338.700012
7/19/2016,-0.4945,"1,330.90","1,208.40",63.860001,"2,163.78",84.295494,0.9073,337.320007
7/20/2016,-0.4945,"1,315.90","1,195.60",63.93,"2,173.02",85.918121,0.9079,340.809998
7/21/2016,-0.4945,"1,321.20","1,200.20",63.689999,"2,165.17",85.746841,0.9071,340.579987
7/22/2016,-0.4945,"1,320.80","1,204.30",64.040001,"2,175.03",85.476402,0.9111,340.329987
7/25/2016,-0.4945,"1,313.20","1,195.20",63.869999,"2,168.48",86.017281,0.9096,340.929993
7/26/2016,-0.4945,"1,323.00","1,204.00",64.129997,"2,169.18",86.269684,0.9101,341.26001
7/27/2016,-0.4945,"1,329.00","1,209.20",64.330002,"2,166.58",87.117058,0.9043,342.73999
7/28/2016,-0.4945,"1,341.80","1,211.40",64.099998,"2,170.06",87.180161,0.9029,339.470001
7/29/2016,-0.4945,"1,342.00","1,202.80",63.970001,"2,173.60",87.549759,0.895,341.890015
7/31/2016,-0.4945,"1,342.00","1,202.80",63.970001,"2,173.60",87.549759,0.895,341.890015
8/1/2016,-0.4982,"1,349.70","1,208.20",63.799999,"2,170.84",87.396515,0.8959,341.890015
8/2/2016,-0.4982,"1,363.80","1,215.10",63.650002,"2,157.03",86.657318,0.8907,335.470001
8/3/2016,-0.4982,"1,358.90","1,216.10",64.660004,"2,163.79",87.261292,0.897,335.579987
8/4/2016,-0.4982,"1,362.80","1,223.50",64.559998,"2,164.25",91.18264,0.8985,337.839996
8/5/2016,-0.4982,"1,340.40","1,208.90",66.300003,"2,182.87",92.444687,0.9021,341.380005
8/8/2016,-0.4982,"1,336.80","1,206.80",66.099998,"2,180.89",93.57151,0.9015,341.529999
8/9/2016,-0.4982,"1,341.00","1,207.80",65.870003,"2,181.74",95.78009,0.8993,344.670013
8/10/2016,-0.4982,"1,347.70","1,206.90",65.279999,"2,175.49",95.058922,0.8947,343.980011
8/11/2016,-0.4982,"1,355.00","1,214.40",65.459999,"2,185.79",96.861839,0.8979,346.660004
8/12/2016,-0.4982,"1,352.20","1,210.80",65.32,"2,184.05",96.861839,0.896,346.089996
8/15/2016,-0.4982,"1,339.40","1,197.80",65.720001,"2,190.15",96.546326,0.8942,346.049988
8/16/2016,-0.4982,"1,344.00","1,192.70",65.709999,"2,178.15",95.419502,0.8866,343.320007
8/17/2016,-0.4982,"1,343.40","1,191.70",65.889999,"2,182.22",94.968773,0.8859,340.470001
8/18/2016,-0.4982,"1,350.10","1,191.60",65.949997,"2,187.02",95.78009,0.8808,342.910004
8/19/2016,-0.4982,"1,346.40","1,189.40",65.860001,"2,183.87",96.456184,0.8829,340.140015
8/22/2016,-0.4982,"1,335.90","1,180.10",65.800003,"2,182.64",95.509651,0.8835,340.429993
8/23/2016,-0.4982,"1,342.00","1,185.70",65.769997,"2,186.90",96.456184,0.8846,343.600006
8/24/2016,-0.4982,"1,327.30","1,177.80",65.949997,"2,175.44",97.447784,0.8878,344.929993
8/25/2016,-0.4982,"1,321.30","1,171.60",66.07,"2,172.47",96.681549,0.8863,342.019989
8/26/2016,-0.4982,"1,318.80","1,173.80",66.220001,"2,169.04",97.492859,0.8931,343.720001
8/29/2016,-0.4982,"1,318.80","1,173.80",66.949997,"2,180.38",96.997055,0.8938,343.200012
8/30/2016,-0.4982,"1,318.20","1,182.10",67.5,"2,176.12",97.808372,0.8975,344.75
8/31/2016,-0.4982,"1,309.30","1,173.40",67.5,"2,170.95",96.501251,0.8962,343.529999
9/1/2016,-0.7016,"1,309.50","1,169.40",67.209999,"2,170.86",96.140671,0.8931,343.660004
9/2/2016,-0.7016,"1,324.70","1,186.70",67.489998,"2,179.98",97.898514,0.8963,350.440002
9/5/2016,-0.7016,"1,326.40","1,189.20",67.489998,"2,179.98",97.357643,0.8972,350.619995
9/6/2016,-0.7016,"1,337.30","1,189.60",67.440002,"2,186.48",97.312569,0.8884,349.459991
9/7/2016,-0.7016,"1,348.40","1,200.50",67.160004,"2,186.16",97.537933,0.8896,350.459991
9/8/2016,-0.7016,"1,343.40","1,194.70",67.25,"2,181.30",95.78009,0.8881,349.320007
9/9/2016,-0.7016,"1,330.90","1,186.70",66.650002,"2,127.81",94.472969,0.8903,345.519989
9/12/2016,-0.7016,"1,324.60","1,178.90",67.059998,"2,159.04",93.57151,0.8901,342.230011
9/13/2016,-0.7016,"1,323.70","1,178.20",66.529999,"2,127.02",92.084099,0.8912,338.720001
9/14/2016,-0.7016,"1,321.80","1,174.50",66.400002,"2,125.77",92.354538,0.8889,338.420013
9/15/2016,-0.7016,"1,310.80","1,166.00",66.639999,"2,147.26",95.149063,0.8894,340.339996
9/16/2016,-0.7016,"1,308.40","1,172.00",65.82,"2,139.16",93.526436,0.8963,337.820007
9/19/2016,-0.7016,"1,314.90","1,176.40",66.190002,"2,139.12",94.337753,0.8949,341.269989
9/20/2016,-0.7016,"1,313.80","1,176.70",66.459999,"2,139.76",93.39122,0.8965,341
9/21/2016,-0.7016,"1,326.10","1,188.40",66.839996,"2,163.12",93.661659,0.8938,342.459991
9/22/2016,-0.7016,"1,339.10","1,192.60",67.389999,"2,177.18",96.140671,0.8922,347.859985
9/23/2016,-0.7016,"1,338.70","1,191.80",67.25,"2,164.69",95.735016,0.8908,345.339996
9/26/2016,-0.7016,"1,340.50","1,191.20",65.779999,"2,146.10",93.436295,0.8886,340
9/27/2016,-0.7016,"1,327.00","1,182.80",66.360001,"2,159.93",93.57151,0.8917,340.190002
9/28/2016,-0.7016,"1,322.50","1,179.90",66.709999,"2,171.37",93.796875,0.8916,342.570007
9/29/2016,-0.7016,"1,318.10","1,174.50",65.650002,"2,151.13",93.075706,0.8911,342.720001
9/30/2016,-0.7016,"1,322.50","1,177.90",66.589996,"2,168.27",93.932091,0.8896,342.920013
10/3/2016,-0.809,"1,313.30","1,170.70",66.510002,"2,161.20",93.932091,0.892,343.230011
10/4/2016,-0.809,"1,283.30","1,146.40",66.599998,"2,150.49",95.058922,0.8924,346.100006
10/5/2016,-0.809,"1,269.40","1,132.80",67.690002,"2,159.73",95.058922,0.8924,344.200012
10/6/2016,-0.809,"1,254.50","1,124.00",67.870003,"2,160.77",95.239212,0.8969,342.820007
10/7/2016,-0.809,"1,258.80","1,127.10",68.110001,"2,153.74",94.382828,0.8927,339.640015
10/10/2016,-0.809,"1,259.50","1,130.20",68.639999,"2,163.66",95.419502,0.8978,341.980011
10/11/2016,-0.809,"1,253.50","1,132.40",68.309998,"2,136.73",94.653259,0.9046,340.170013
10/12/2016,-0.809,"1,256.50","1,139.20",68.129997,"2,139.18",94.20253,0.9084,338.559998
10/13/2016,-0.809,"1,261.10","1,142.30",67.739998,"2,132.55",93.21093,0.9044,335.619995
10/14/2016,-0.809,"1,251.80","1,138.50",67.519997,"2,132.98",94.968773,0.9115,339.950012
10/17/2016,-0.809,"1,254.80","1,140.60",67.169998,"2,126.50",94.157455,0.9091,337.420013
10/18/2016,-0.809,"1,258.20","1,144.90",67.699997,"2,139.60",95.284286,0.9107,342.480011
10/19/2016,-0.809,"1,269.10","1,157.10",68.349998,"2,144.29",95.149063,0.9113,343.640015
10/20/2016,-0.809,"1,271.70","1,161.90",68.260002,"2,141.34",95.644867,0.9149,344.290009
10/21/2016,-0.809,"1,266.10","1,164.30",68.489998,"2,141.16",95.960381,0.9187,344.290009
10/24/2016,-0.809,"1,265.60","1,163.40",68.870003,"2,151.33",96.456184,0.919,344.26001
10/25/2016,-0.809,"1,269.40","1,165.60",68.800003,"2,143.16",96.23082,0.9184,343.070007
10/26/2016,-0.809,"1,270.50","1,164.30",69.129997,"2,139.43",96.005455,0.9166,341.76001
10/27/2016,-0.809,"1,266.30","1,162.60",69.230003,"2,133.04",93.977165,0.9177,341.709991
10/28/2016,-0.809,"1,273.00","1,163.60",69.110001,"2,126.41",93.346146,0.9102,340.799988
10/31/2016,-0.809,"1,272.00","1,160.30",69.260002,"2,126.15",93.255997,0.9106,338.970001
11/1/2016,-0.9127,"1,288.50","1,165.40",68.970001,"2,111.72",91.948883,0.9045,335.329987
11/2/2016,-0.9127,"1,303.80","1,174.60",68.68,"2,097.94",91.272789,0.9011,331.549988
11/3/2016,-0.9127,"1,301.00","1,170.70",68.379997,"2,088.66",91.137566,0.9005,331.559998
11/4/2016,-0.9127,"1,302.80","1,172.10",67.760002,"2,085.18",91.092499,0.8975,328.799988
11/7/2016,-0.9127,"1,283.10","1,161.90",69.879997,"2,131.52",92.805267,0.9058,333.839996
11/8/2016,-0.9127,"1,282.40","1,163.30",70.029999,"2,139.56",92.624977,0.907,334.910004
11/9/2016,-0.9127,"1,281.40","1,171.40",73.25,"2,163.26",94.20253,0.9166,339.809998
11/10/2016,-0.9127,"1,267.50","1,163.80",76.650002,"2,167.48",98.529541,0.9181,338.880005
11/11/2016,-0.9127,"1,236.50","1,138.50",76.690002,"2,164.45",97.492859,0.9212,337.5
11/14/2016,-0.9127,"1,213.60","1,129.00",79.510002,"2,164.20",98.304176,0.9314,338.230011
11/15/2016,-0.9127,"1,227.00","1,143.20",79.360001,"2,180.39",97.853447,0.9327,339.160004
11/16/2016,-0.9127,"1,229.20","1,149.20",77.400002,"2,176.94",97.312569,0.9354,338.470001
11/17/2016,-0.9127,"1,226.80","1,153.40",78.019997,"2,187.12",96.726616,0.9411,340.600006
11/18/2016,-0.9127,"1,211.00","1,144.00",77.709999,"2,181.90",96.140671,0.9445,339.390015
11/21/2016,-0.9127,"1,214.30","1,144.90",78.050003,"2,198.18",96.816765,0.9408,340.230011
11/22/2016,-0.9127,"1,212.30","1,140.90",78.529999,"2,202.94",97.04213,0.941,341.019989
11/23/2016,-0.9127,"1,185.40","1,122.80",78.860001,"2,204.72",96.861839,0.9474,340.769989
11/24/2016,-0.9127,"1,186.10","1,123.70",78.860001,"2,204.72",96.681549,0.9475,341.839996
11/25/2016,-0.9127,"1,187.70","1,121.20",78.830002,"2,213.35",96.77169,0.9446,342.450012
11/28/2016,-0.9127,"1,187.00","1,121.40",78.32,"2,201.72",95.464577,0.9421,339.829987
11/29/2016,-0.9127,"1,186.60","1,116.50",78.919998,"2,204.66",95.644867,0.9391,340.950012
11/30/2016,-0.9127,"1,178.10","1,111.50",80.169998,"2,198.81",96.095596,0.9445,341.98999
12/1/2016,-1.4158,"1,161.90","1,093.50",81.790001,"2,191.08",95.915306,0.9379,340.859985
12/2/2016,-1.4158,"1,173.50","1,099.30",81.599998,"2,191.95",95.374428,0.937,339.359985
12/5/2016,-1.4158,"1,162.20","1,079.40",83.260002,"2,204.71",98.259102,0.9291,341.269989
12/6/2016,-1.4158,"1,172.50","1,094.60",83.690002,"2,212.23",98.529541,0.9331,344.570007
12/7/2016,-1.4158,"1,177.70","1,096.10",84.07,"2,241.35",101.098701,0.93,347.700012
12/8/2016,-1.4158,"1,171.10","1,103.80",85.120003,"2,246.19",103.081909,0.9421,351.959991
12/9/2016,-1.4158,"1,163.60","1,104.00",85.489998,"2,259.53",103.397423,0.9468,355.380005
12/12/2016,-1.4158,"1,156.10","1,086.40",84.730003,"2,256.96",104.298882,0.9404,353.73999
12/13/2016,-1.4158,"1,158.60","1,090.50",84.760002,"2,271.72",104.524246,0.941,357.5
12/14/2016,-1.4158,"1,162.30","1,090.80",84.730003,"2,253.28",104.659462,0.949,355.720001
12/15/2016,-1.4158,"1,127.00","1,082.30",86,"2,262.03",104.614388,0.9603,358.790009
12/16/2016,-1.4158,"1,131.60","1,083.30",84.940002,"2,258.07",104.118591,0.9568,360.019989
12/19/2016,-1.4158,"1,136.30","1,088.00",85.43,"2,262.53",103.758003,0.9614,359.589996
12/20/2016,-1.4158,"1,125.70","1,082.60",86.529999,"2,270.76",103.126984,0.9627,361.320007
12/21/2016,-1.4158,"1,133.70","1,087.20",86.75,"2,265.18",103.262199,0.9593,360.559998
12/22/2016,-1.4158,"1,131.40","1,083.50",86.889999,"2,260.96",103.667854,0.9582,359.820007
12/23/2016,-1.4158,"1,131.40","1,083.50",87.050003,"2,263.79",103.893227,0.9564,359.980011
12/26/2016,-1.4158,"1,131.40","1,083.50",87.050003,"2,263.79",103.893227,0.9564,359.980011
12/27/2016,-1.4158,"1,131.40","1,083.50",87.129997,"2,268.88",104.389023,0.9563,360.480011
12/28/2016,-1.4158,"1,134.60","1,092.60",86.5,"2,249.92",104.614388,0.9604,361.529999
12/29/2016,-1.4158,"1,145.90","1,094.30",85.889999,"2,249.26",104.704536,0.9532,360.26001
12/30/2016,-1.4158,"1,145.90","1,094.30",86.290001,"2,238.83",105.290489,0.9509,361.420013
12/31/2016,-1.4158,"1,145.90","1,094.30",86.290001,"2,238.83",105.290489,0.9509,361.420013
1/2/2017,-2.0255,"1,145.90","1,094.30",86.290001,"2,238.83",106.327164,0.956,361.420013
1/3/2017,-2.0255,"1,151.00","1,103.90",87.230003,"2,257.83",104.749611,0.961,365.709991
1/4/2017,-2.0255,"1,164.30","1,111.80",86.910004,"2,270.75",104.298882,0.9534,365.26001
1/5/2017,-2.0255,"1,176.70","1,110.30",86.110001,"2,269.00",103.622787,0.9427,365.640015
1/6/2017,-2.0255,"1,175.90","1,114.60",86.120003,"2,276.98",104.524246,0.9494,365.450012
1/9/2017,-2.0255,"1,178.50","1,114.80",86.18,"2,268.90",104.614388,0.9457,363.670013
1/10/2017,-2.0255,"1,189.50","1,126.30",86.43,"2,268.90",106.146873,0.9474,364.070007
1/11/2017,-2.0255,"1,178.60","1,116.20",87.080002,"2,275.32",105.696144,0.9449,364.899994
1/12/2017,-2.0255,"1,205.10","1,131.60",86.239998,"2,270.44",104.614388,0.9423,362.51001
1/13/2017,-2.0255,"1,190.40","1,119.10",86.699997,"2,274.64",104.929901,0.9395,365.940002
1/16/2017,-2.0255,"1,203.00","1,134.50",86.699997,"2,274.64",104.749611,0.9432,362.970001
1/17/2017,-2.0255,"1,216.10","1,136.60",83.550003,"2,267.89",104.884827,0.9334,362.420013
1/18/2017,-2.0255,"1,214.80","1,137.10",83.940002,"2,271.89",105.425705,0.9406,363.070007
1/19/2017,-2.0255,"1,196.10","1,125.00",83.300003,"2,263.69",104.839752,0.9377,362.850006
1/20/2017,-2.0255,"1,200.60","1,124.60",83.669998,"2,271.31",105.470779,0.9344,362.579987
1/23/2017,-2.0255,"1,212.90","1,130.70",83.709999,"2,265.20",104.524246,0.929,361.01001
1/24/2017,-2.0255,"1,216.80","1,131.20",84.720001,"2,280.07",105.470779,0.9319,361.920013
1/25/2017,-2.0255,"1,195.00","1,112.90",86.029999,"2,298.37",107.904716,0.9304,366.589996
1/26/2017,-2.0255,"1,189.70","1,113.20",86.75,"2,296.68",107.904716,0.9361,367.5
1/27/2017,-2.0255,"1,184.90","1,109.10",86.93,"2,294.69",107.453987,0.9346,366.380005
1/30/2017,-2.0255,"1,192.80","1,115.50",86.029999,"2,280.90",106.462379,0.9351,362.549988
1/31/2017,-2.0255,"1,212.80","1,124.60",84.629997,"2,278.87",104.794685,0.9261,360.119995
2/1/2017,-2.3286,"1,203.70","1,119.40",84.949997,"2,279.55",110.699242,0.9286,363.200012
2/2/2017,-2.3286,"1,222.00","1,132.70",84.589996,"2,280.85",107.183548,0.9295,361.950012
2/3/2017,-2.3286,"1,215.20","1,126.90",87.18,"2,297.42",106.597603,0.9273,364.070007
2/6/2017,-2.3286,"1,226.80","1,142.80",86.769997,"2,292.56",105.65107,0.9302,361.600006
2/7/2017,-2.3286,"1,231.00","1,151.30",86.720001,"2,293.08",106.958183,0.9361,362.73999
2/8/2017,-2.3286,"1,242.10","1,161.20",85.959999,"2,294.67",107.679352,0.9346,363.940002
2/9/2017,-2.3286,"1,236.80","1,160.60",87.199997,"2,307.87",108.310379,0.9385,366.790009
2/10/2017,-2.3286,"1,228.30","1,155.10",87,"2,316.10",107.85965,0.9397,367.390015
2/13/2017,-2.3286,"1,222.30","1,153.50",88.150002,"2,328.25",109.301979,0.9435,370.130005
2/14/2017,-2.3286,"1,230.80","1,164.90",89.559998,"2,337.58",109.392128,0.9454,370.200012
2/15/2017,-2.3286,"1,224.40","1,156.80",90.589996,"2,349.25",110.068222,0.9433,371.470001
2/16/2017,-2.3286,"1,240.60","1,164.50",90.529999,"2,347.22",109.662567,0.9369,370.100006
2/17/2017,-2.3286,"1,242.00","1,170.10",90.230003,"2,351.16",108.716034,0.9422,370.220001
2/20/2017,-2.3286,"1,237.30","1,166.20",90.230003,"2,351.16",109.527344,0.9422,371.040009
2/21/2017,-2.3286,"1,233.20","1,169.60",91.010002,"2,365.38",112.682457,0.949,373.399994
2/22/2017,-2.3286,"1,236.70","1,172.50",91.059998,"2,362.82",111.555634,0.9473,373.380005
2/23/2017,-2.3286,"1,247.90","1,180.90",91.129997,"2,363.81",111.24012,0.945,372.850006
2/24/2017,-2.3286,"1,253.70","1,186.20",90.330002,"2,367.34",109.752708,0.9467,370.01001
2/27/2017,-2.3286,"1,257.20","1,185.60",90.43,"2,369.75",110.158371,0.9446,369.519989
2/28/2017,-2.3286,"1,255.60","1,183.60",90.620003,"2,363.64",110.699242,0.9455,370.23999
3/1/2017,-1.8293,"1,240.40","1,174.20",93.599998,"2,395.96",113.583916,0.9481,375.690002
3/2/2017,-1.8293,"1,238.10","1,178.50",92.139999,"2,381.92",112.772598,0.9517,375.609985
3/3/2017,-1.8293,"1,226.50","1,161.20",92.800003,"2,383.12",112.457092,0.9414,375.230011
3/6/2017,-1.8293,"1,231.00","1,163.70",91.919998,"2,375.31",111.916214,0.945,373.269989
3/7/2017,-1.8293,"1,216.70","1,150.50",91.410004,"2,368.39",112.05143,0.9464,372.269989
3/8/2017,-1.8293,"1,209.20","1,147.60",91.209999,"2,362.98",112.006363,0.9487,372.579987
3/9/2017,-1.8293,"1,206.60","1,140.40",91.57,"2,364.87",111.826065,0.9455,372.890015
3/10/2017,-1.8293,"1,202.70","1,127.20",91.279999,"2,372.60",110.924606,0.9371,373.230011
3/13/2017,-1.8293,"1,204.20","1,129.80",91.360001,"2,373.47",110.789391,0.9386,374.640015
3/14/2017,-1.8293,"1,204.60","1,134.20",91.510002,"2,365.45",110.969681,0.9431,373.459991
3/15/2017,-1.8293,"1,198.80","1,128.10",91.730003,"2,385.26",111.375336,0.9316,375.100006
